Entry	Entry name	Length	EC number	Cross-reference (Pfam)	Taxonomic lineage (SUPERKINGDOM)
B1X716	CYSG_ECODH	457	2.1.1.107; 1.3.1.76; 4.99.1.4	PF10414;PF14824;PF00590;	Bacteria
Q8EQP2	CYSH_OCEIH	240	1.8.4.8	PF01507;	Bacteria
C3JY53	CYSG_PSEFS	464	2.1.1.107; 1.3.1.76; 4.99.1.4	PF10414;PF14824;PF00590;	Bacteria
B7LXH5	CYSH_ECO8A	244	1.8.4.8	PF01507;	Bacteria
H2KYS3	DAF9_CAEEL	572	1.14.15.15	PF00067;	Eukaryota
A0RBN2	CYSH_BACAH	234	1.8.4.8	PF01507;	Bacteria
Q9AR22	CTH1_CHLRE	407	1.14.13.81	PF02915;	Eukaryota
C5H429	DBR2_ARTAN	388	1.3.1.92	PF00724;	Eukaryota
P47243	DBFB_SPHPI	294	1.13.11.-	PF00903;	Bacteria
Q7NLC0	DAPB_GLOVI	269	1.17.1.8	PF05173;PF01113;	Bacteria
A3QGV8	DAPB_SHELP	271	1.17.1.8	PF05173;PF01113;	Bacteria
P58210	DAPB1_RHILO	273	1.17.1.8	PF05173;PF01113;	Bacteria
Q65TY2	DAPB_MANSM	270	1.17.1.8	PF05173;PF01113;	Bacteria
Q8EHS7	DAPB_SHEON	270	1.17.1.8	PF05173;PF01113;	Bacteria
B3H1A7	DAPB_ACTP7	269	1.17.1.8	PF05173;PF01113;	Bacteria
A6UNQ4	DAPB_METVS	270	1.17.1.8	PF05173;PF01113;	Archaea
Q8DHH2	DAPB_THEEB	276	1.17.1.8	PF05173;PF01113;	Bacteria
Q5WGQ4	DAPB_BACSK	264	1.17.1.8	PF05173;PF01113;	Bacteria
A7MXR0	DAPB_VIBCB	269	1.17.1.8	PF05173;PF01113;	Bacteria
A7HZ36	DAPB_PARL1	271	1.17.1.8	PF05173;PF01113;	Bacteria
A7MI96	DAPB_CROS8	273	1.17.1.8	PF05173;PF01113;	Bacteria
Q8CP95	DAPB_STAES	240	1.17.1.8	PF05173;PF01113;	Bacteria
A1UEU3	DAPB_MYCSK	245	1.17.1.8	PF05173;PF01113;	Bacteria
C1DFM1	DAPB_AZOVD	267	1.17.1.8	PF05173;PF01113;	Bacteria
Q1C0I8	DAPB_YERPA	273	1.17.1.8	PF05173;PF01113;	Bacteria
M2XZY2	DOTB_DOTSN	414	1.11.-.-	PF01328;	Eukaryota
Q8XJ55	DAPB_CLOPE	254	1.17.1.8	PF05173;PF01113;	Bacteria
B5R4Q5	DLGD_SALEP	332	1.1.1.130	PF02615;	Bacteria
Q5AW32	DOHH_EMENI	336	1.14.99.29		Eukaryota
Q57661	DMRX_METJA	246	1.5.99.15	PF00037;PF02441;	Archaea
Q54VG0	DHTK1_DICDI	900	1.2.4.2	PF00676;PF16870;PF02779;	Eukaryota
Q1E9L2	DOHH_COCIM	335	1.14.99.29		Eukaryota
Q8Z2C5	DLGD_SALTI	332	1.1.1.130	PF02615;	Bacteria
P0A9Q9	DHAS_ECOLI	367	1.2.1.11	PF01118;PF02774;	Bacteria
A0QVQ8	DHA_MYCS2	371	1.4.1.1	PF01262;PF05222;	Bacteria
P80365	DHI2_HUMAN	405	1.1.1.-	PF00106;	Eukaryota
Q59477	DHAT_KLEPN	387	1.1.1.202	PF00465;	Bacteria
P80702	DIDH_COMTE	257	1.1.1.50	PF00106;	Bacteria
Q53560	DHLE_BACLI	364	1.4.1.9	PF00208;PF02812;	Bacteria
Q8VBZ0	DHRSX_MOUSE	335	1.1.-.-	PF00106;	Eukaryota
A0A023GS28	DIOX1_RUTGR	369	1.14.11.61; 1.14.11.62	PF03171;PF14226;	Eukaryota
Q10130	DHS5_CAEEL	378	1.-.-.-	PF00106;	Eukaryota
Q53882	DNRE_STRS5	251	1.1.1.362		Bacteria
P0A9B8	E4PD_ECO57	339	1.2.1.72	PF02800;PF00044;	Bacteria
B2VF24	E4PD_ERWT9	348	1.2.1.72	PF02800;PF00044;	Bacteria
Q0HRM3	E4PD_SHESR	338	1.2.1.72	PF02800;PF00044;	Bacteria
Q8HZK3	DUOX1_PIG	1553	1.11.1.-; 1.6.3.1	PF03098;PF00036;PF08022;PF01794;PF08030;	Eukaryota
Q73GG3	DXR_WOLPM	387	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
P31545	EFEB_ECOLI	423	1.11.1.-	PF04261;	Bacteria
P9WNX5	DHAS_MYCTU	345	1.2.1.11	PF01118;PF02774;	Bacteria
Q5R5M8	ECHP_PONAB	723	4.2.1.17; 5.3.3.8; 1.1.1.35	PF00725;PF02737;PF00378;	Eukaryota
Q8PAV9	DXR_XANCP	396	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
K0E3U5	ECDK_ASPRU	332	1.14.-.-	PF03171;PF14226;	Eukaryota
Q9H6Z9	EGLN3_HUMAN	239	1.14.11.29	PF13640;	Eukaryota
O23939	ENOX_FRAVE	322	1.3.1.105	PF08240;	Eukaryota
O65403	ERG13_ARATH	516	1.14.14.17	PF01266;PF08491;	Eukaryota
Q8J207	ERG3_LEPMC	356	1.14.19.20	PF04116;	Eukaryota
Q6AV34	ARGC_ORYSJ	415	1.2.1.38	PF01118;PF02774;	Eukaryota
Q30QC1	ARGC_SULDN	334	1.2.1.38	PF01118;PF02774;	Bacteria
Q7NS40	AROE_CHRVO	273	1.1.1.25	PF18317;PF01488;PF08501;	Bacteria
A6UR99	ARGC_METVS	342	1.2.1.38	PF01118;PF02774;	Archaea
Q1R651	AROE_ECOUT	272	1.1.1.25	PF18317;PF01488;PF08501;	Bacteria
Q2SQW5	AROE_HAHCH	270	1.1.1.25	PF18317;PF01488;PF08501;	Bacteria
B6JIM2	AROE_OLICO	277	1.1.1.25	PF18317;PF01488;PF08501;	Bacteria
Q8PV99	ASPD_METMA	271	1.4.1.21	PF01958;PF03447;	Archaea
A1WVW8	AROE_HALHL	270	1.1.1.25	PF18317;PF01488;PF08501;	Bacteria
Q7VUS1	AROE_BORPE	287	1.1.1.25	PF18317;PF01488;PF08501;	Bacteria
P29162	ASOL_TOBAC	554	1.10.3.-	PF00394;PF07731;PF07732;	Eukaryota
A1V675	ASTD_BURMS	487	1.2.1.71	PF00171;	Bacteria
Q2P3X9	AZOR_XANOM	194	1.7.1.17	PF02525;	Bacteria
Q9L867	AZOR_AZOBR	208	1.7.1.17	PF02525;	Bacteria
Q3B6C7	BCHB_PELLD	525	1.3.7.7	PF00148;PF08369;	Bacteria
Q63F37	AZOR1_BACCZ	213	1.7.1.17	PF02525;	Bacteria
A1SUA7	AZOR_PSYIN	206	1.7.1.17	PF02525;	Bacteria
Q63QG7	AZOR_BURPS	198	1.7.1.17	PF02525;	Bacteria
Q8XM99	AZOR2_CLOPE	198	1.7.1.17	PF02525;	Bacteria
Q88J44	BVMO_PSEPK	508	1.14.13.-	PF00743;	Bacteria
Q9JPA2	BCHN_RUBGI	427	1.3.7.7	PF00148;	Bacteria
B9LKM4	BCHB_CHLSY	541	1.3.7.7	PF00148;PF08369;	Bacteria
Q9ZGE9	BCHN_HELMO	440	1.3.7.7	PF00148;	Bacteria
Q0TI03	AZOR_ECOL5	201	1.7.1.17	PF02525;	Bacteria
A7N2Q0	BETB_VIBCB	486	1.2.1.8	PF00171;	Bacteria
Q1BQE1	BETB_BURCA	489	1.2.1.8	PF00171;	Bacteria
B1K708	BETB_BURCC	489	1.2.1.8	PF00171;	Bacteria
Q923D2	BLVRB_MOUSE	206	1.5.1.30; 1.3.1.24	PF13460;	Eukaryota
Q7MF13	BETB_VIBVY	486	1.2.1.8	PF00171;	Bacteria
B7L441	BETB_ECO55	490	1.2.1.8	PF00171;	Bacteria
A4TNP1	BETB_YERPP	490	1.2.1.8	PF00171;	Bacteria
A1B8Z0	BHCD_PARDP	320	1.4.1.-	PF02423;	Bacteria
O18635	C12A2_MUSDO	537	1.14.-.-	PF00067;	Eukaryota
Q46381	BPHB_COMTE	281	1.3.1.56	PF00106;	Bacteria
Q88CW6	BETA_PSEPK	565	1.1.99.1; 1.2.1.8	PF05199;PF00732;	Bacteria
Q9SZZ8	BCH1_ARATH	310	1.14.15.24	PF04116;	Eukaryota
Q2FV11	BETA_STAA8	569	1.1.99.1; 1.2.1.8	PF05199;PF00732;	Bacteria
B7M2V5	BETA_ECO8A	556	1.1.99.1; 1.2.1.8	PF05199;PF00732;	Bacteria
Q2KB43	BETA_RHIEC	549	1.1.99.1; 1.2.1.8	PF05199;PF00732;	Bacteria
B2JS89	BETA_PARP8	572	1.1.99.1; 1.2.1.8	PF05199;PF00732;	Bacteria
Q96468	BAS1_HORVU	210	1.11.1.15	PF10417;PF00578;	Eukaryota
O42145	C19AA_DANRE	509	1.14.14.14	PF00067;	Eukaryota
P94377	CATX_BACSU	547	1.11.1.6	PF00199;PF06628;	Bacteria
Q5HG86	CATA_STAAC	505	1.11.1.6	PF00199;PF06628;	Bacteria
P00432	CATA_BOVIN	527	1.11.1.6	PF00199;PF06628;	Eukaryota
Q9FKV0	BBE24_ARATH	541	1.1.1.-	PF08031;PF01565;	Eukaryota
Q91VT4	CBR4_MOUSE	236	1.-.-.-; 1.1.1.-		Eukaryota
Q6YXN5	CHLB_PHYPA	510	1.3.7.7	PF00148;PF08369;	Eukaryota
Q8DGH0	CHLL_THEEB	281	1.3.7.7	PF00142;	Bacteria
Q8RN04	C5B3_AMYOR	398	1.14.-.-	PF00067;	Bacteria
B6HLP5	CHYH_PENRW	500	1.-.-.-	PF08031;PF01565;	Eukaryota
Q3ALL6	CHLN_SYNSC	425	1.3.7.7	PF00148;	Bacteria
H2DH19	C7D31_PANGI	460	1.14.-.-	PF00067;	Eukaryota
Q5B1Z0	CCPR2_EMENI	312	1.11.1.-	PF00141;	Eukaryota
Q4HWQ2	CCPR2_GIBZE	331	1.11.1.-	PF00141;	Eukaryota
P0CU70	CLAM_PASFU	538	1.-.-.-	PF00067;	Eukaryota
A0A162J3X8	CITE_MONRU	292	1.1.1.-	PF00106;	Eukaryota
Q0JQ12	CKX1_ORYSJ	532	1.5.99.12	PF09265;PF01565;	Eukaryota
A7GRX4	CTAA_BACCN	313	1.3.-.-	PF02628;	Bacteria
P58763	CKX_WHEAT	15	1.5.99.12		Eukaryota
P21334	CRTI_NEUCR	595	1.3.99.30	PF01593;	Eukaryota
P48537	CRTI_CERNC	621	1.3.99.30	PF01593;	Eukaryota
P15149	CP2A2_RAT	492	1.14.14.1	PF00067;	Eukaryota
A1VJY7	COQ7_POLNA	209	1.14.99.60	PF03232;	Bacteria
A1K973	COQ7_AZOSB	206	1.14.99.60	PF03232;	Bacteria
Q64583	CP2BF_RAT	495	1.14.14.1	PF00067;	Eukaryota
P10610	CP2G1_RAT	494	1.14.14.1	PF00067;	Eukaryota
Q7W1A7	COQ7_BORPA	222	1.14.99.60	PF03232;	Bacteria
P33264	CP2CR_MESAU	490	1.14.14.1	PF00067;	Eukaryota
C5CPL7	COQ7_VARPS	209	1.14.99.60	PF03232;	Bacteria
P9WPN3	CP132_MYCTU	461	1.14.-.-	PF00067;	Bacteria
P04167	CP2B2_RAT	491	1.14.14.1	PF00067;	Eukaryota
P13107	CP2B3_RAT	491	1.14.14.1	PF00067;	Eukaryota
O54749	CP2J5_MOUSE	501	1.14.14.1	PF00067;	Eukaryota
Q83QD9	CYSJ_SHIFL	599	1.8.1.2	PF00667;PF00258;PF00175;	Bacteria
Q6D1A1	CYSJ_PECAS	609	1.8.1.2	PF00667;PF00258;PF00175;	Bacteria
Q7N8L6	CYSJ_PHOLL	600	1.8.1.2	PF00667;PF00258;PF00175;	Bacteria
P63714	CP128_MYCBO	489	1.14.-.-	PF00067;	Bacteria
O35293	CP2F2_RAT	491	1.14.14.-	PF00067;	Eukaryota
P9WPN6	CP128_MYCTO	489	1.14.-.-	PF00067;	Bacteria
Q9VWR5	CP306_DROME	574	1.14.-.-	PF00067;	Eukaryota
Q503V1	CYBR1_DANRE	253	1.-.-.-	PF03188;	Eukaryota
Q5RAJ4	CYBR1_PONAB	287	1.-.-.-	PF03188;	Eukaryota
B9JI94	DADA_AGRRK	416	1.4.99.-	PF01266;	Bacteria
Q1BY09	DADA_BURCA	428	1.4.99.-	PF01266;	Bacteria
A4WBF2	DADA_ENT38	432	1.4.99.-	PF01266;	Bacteria
B1JXT8	DADA_BURCC	428	1.4.99.-	PF01266;	Bacteria
A4SNB0	DADA_AERS4	417	1.4.99.-	PF01266;	Bacteria
P05183	CP3A2_RAT	504	1.14.14.1	PF00067;	Eukaryota
B1XN08	CYSH_SYNP2	249	1.8.4.8	PF01507;	Bacteria
Q47UW8	CYSI_COLP3	584	1.8.1.2	PF01077;PF03460;	Bacteria
B5FTU2	CYSI_SALDC	570	1.8.1.2	PF01077;PF03460;	Bacteria
Q8DCK1	CYSI_VIBVU	578	1.8.1.2	PF01077;PF03460;	Bacteria
O08336	CYPB_BACSU	1054	1.14.14.1; 1.6.2.4	PF00667;PF00258;PF00175;PF00067;	Bacteria
Q7VQH2	CYSJ_BLOFL	610	1.8.1.2	PF00667;PF00258;PF00175;	Bacteria
B1JK04	CYSI_YERPY	576	1.8.1.2	PF01077;PF03460;	Bacteria
B4TTX8	CYSI_SALSV	570	1.8.1.2	PF01077;PF03460;	Bacteria
Q9JS33	CYSI_NEIMB	589	1.8.1.2	PF01077;PF03460;	Bacteria
Q7WB57	CYSG_BORPA	473	2.1.1.107; 1.3.1.76; 4.99.1.4	PF10414;PF14824;PF00590;	Bacteria
A0A1C9CX56	CYC1_CAMAC	389	1.3.1.122		Eukaryota
A1KU05	CYSI_NEIMF	589	1.8.1.2	PF01077;PF03460;	Bacteria
Q8DF11	DADA_VIBVU	417	1.4.99.-	PF01266;	Bacteria
Q9RAE6	DADA_RHIL3	416	1.4.99.-	PF01266;	Bacteria
A7FLY4	CYSG1_YERP3	472	2.1.1.107; 1.3.1.76; 4.99.1.4	PF10414;PF14824;PF00590;	Bacteria
A7ZQK7	CYSJ_ECO24	599	1.8.1.2	PF00667;PF00258;PF00175;	Bacteria
Q3IXK6	DADA_RHOS4	436	1.4.99.-	PF01266;	Bacteria
Q66AQ6	DADA_YERPS	434	1.4.99.-	PF01266;	Bacteria
A9MT45	CYSG_SALPB	457	2.1.1.107; 1.3.1.76; 4.99.1.4	PF10414;PF14824;PF00590;	Bacteria
A4TGU8	CYSG1_YERPP	473	2.1.1.107; 1.3.1.76; 4.99.1.4	PF10414;PF14824;PF00590;	Bacteria
B2JF25	DADA_PARP8	428	1.4.99.-	PF01266;	Bacteria
Q2YX60	CTAA_STAAB	303	1.3.-.-	PF02628;	Bacteria
B1ZGD8	CTAA_METPB	381	1.3.-.-	PF02628;	Bacteria
Q2GHG8	CTAA_EHRCR	344	1.3.-.-	PF02628;	Bacteria
Q1C2P9	CYSG_YERPA	470	2.1.1.107; 1.3.1.76; 4.99.1.4	PF10414;PF14824;PF00590;	Bacteria
Q820Q4	CYSG_NITEU	475	2.1.1.107; 1.3.1.76; 4.99.1.4	PF10414;PF14824;PF00590;	Bacteria
B1JBD9	CYSG_PSEPW	464	2.1.1.107; 1.3.1.76; 4.99.1.4	PF10414;PF14824;PF00590;	Bacteria
Q7A665	CTAA_STAAN	303	1.3.-.-	PF02628;	Bacteria
P0AEA9	CYSG_ECO57	457	2.1.1.107; 1.3.1.76; 4.99.1.4	PF10414;PF14824;PF00590;	Bacteria
Q83JB3	CYSG_SHIFL	457	2.1.1.107; 1.3.1.76; 4.99.1.4	PF10414;PF14824;PF00590;	Bacteria
Q0BQ20	CTAA_GRABC	374	1.3.-.-	PF02628;	Bacteria
B3CRU7	CTAA_ORITI	359	1.3.-.-	PF02628;	Bacteria
B7GG21	CYSH_ANOFW	235	1.8.4.8	PF01507;	Bacteria
A0A1E7MYN1	CTCP_KITAU	555	1.14.19.49	PF01494;	Bacteria
Q1H537	DCVR_ARATH	417	1.3.1.75	PF13460;	Eukaryota
P22441	DHMA_FLAS1	271	1.1.1.233		Bacteria
P17719	DYR_DROME	182	1.5.1.3	PF00186;	Eukaryota
P66784	DPRE2_MYCBO	254	1.1.1.333	PF00106;	Bacteria
P31074	DYR_KLEAE	159	1.5.1.3	PF00186;	Bacteria
B8D932	DXR_BUCA5	398	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
A9AIM0	DXR_BURM1	398	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
Q636K5	DXR2_BACCZ	380	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
A7ZY70	DPS_ECOHS	167	1.16.-.-	PF00210;	Bacteria
A4SCF3	DXR_CHLPM	384	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
A4J5Y5	DXR_DESRM	387	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
Q1GNW5	ECTD_SPHAL	306	1.14.11.55	PF05721;	Bacteria
Q57366	DSTOR_RHOSH	822	1.7.2.3; 1.8.5.3	PF00384;PF18364;PF01568;	Bacteria
A3N207	DSBD_ACTP2	583	1.8.1.8	PF11412;PF02683;PF13098;	Bacteria
Q2TDY4	ECTD_VIRSA	300	1.14.11.55	PF05721;	Bacteria
Q1MB26	DXR_RHIL3	396	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
Q2NW99	DSBD_SODGM	590	1.8.1.8	PF11412;PF02683;	Bacteria
B1JBQ4	DXR_PSEPW	396	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
Q8ZKC3	DSBD_SALTY	567	1.8.1.8	PF11412;PF02683;	Bacteria
Q2NRL1	DXR_SODGM	398	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
Q7U8C3	DXR_SYNPX	409	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
Q3MDL2	DXR_TRIV2	398	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
Q54PP1	ERG24_DICDI	462	1.3.1.70	PF01222;	Eukaryota
Q874K0	ERG27_CANAX	346	1.1.1.270	PF00106;	Eukaryota
Q4V0G3	FABV_XANC8	402	1.3.1.9	PF07055;PF12242;PF12241;	Bacteria
G9M9M3	F6H22_IPOBA	358	1.14.11.61; 1.14.11.62	PF03171;PF14226;	Eukaryota
P0AEK4	FABI_ECOLI	262	1.3.1.9		Bacteria
Q93X67	FABG2_BRANA	328	1.1.1.100		Eukaryota
P33207	FABG_ARATH	319	1.1.1.100		Eukaryota
Q6G9Y2	FABG_STAAS	246	1.1.1.100		Bacteria
Q6GI75	FABI_STAAR	256	1.3.1.39		Bacteria
Q8K9J5	FABG_BUCAP	244	1.1.1.100		Bacteria
P48618	FAD3C_BRANA	404	1.14.19.-	PF11960;PF00487;	Eukaryota
Q96K12	FACR2_HUMAN	515	1.2.1.84	PF07993;PF03015;	Eukaryota
Q39152	FACR1_ARATH	491	1.2.1.84	PF07993;PF03015;	Eukaryota
A7MH81	FADJ_CROS8	717	4.2.1.17; 5.1.2.3; 1.1.1.35	PF00725;PF02737;PF00378;	Bacteria
B5YXY4	FADJ_ECO5E	714	4.2.1.17; 5.1.2.3; 1.1.1.35	PF00725;PF02737;PF00378;	Bacteria
Q9DCM0	ETHE1_MOUSE	254	1.13.11.18	PF00753;	Eukaryota
Q2LAM0	FA2H_RAT	372	1.14.18.-	PF00173;PF04116;	Eukaryota
A8GH86	FADJ_SERP5	715	4.2.1.17; 5.1.2.3; 1.1.1.35	PF00725;PF02737;PF00378;	Bacteria
O96099	FAD5B_DICDI	467	1.14.19.30	PF00173;PF00487;	Eukaryota
B6EGU2	FADB_ALISL	726	4.2.1.17; 5.1.2.3; 5.3.3.8; 1.1.1.35	PF00725;PF02737;PF00378;	Bacteria
A6WHA0	FADB_SHEB8	716	4.2.1.17; 5.1.2.3; 5.3.3.8; 1.1.1.35	PF00725;PF02737;PF00378;	Bacteria
A9KU91	FADB_SHEB9	716	4.2.1.17; 5.1.2.3; 5.3.3.8; 1.1.1.35	PF00725;PF02737;PF00378;	Bacteria
Q0HPB7	FADB_SHESM	716	4.2.1.17; 5.1.2.3; 5.3.3.8; 1.1.1.35	PF00725;PF02737;PF00378;	Bacteria
A5WH99	FADB_PSYWF	719	4.2.1.17; 5.1.2.3; 5.3.3.8; 1.1.1.35	PF00725;PF02737;PF00378;	Bacteria
A7N1D2	FADB_VIBCB	723	4.2.1.17; 5.1.2.3; 5.3.3.8; 1.1.1.35	PF00725;PF02737;PF00378;	Bacteria
B9MKW9	AROE_CALBD	288	1.1.1.25	PF01488;PF08501;	Bacteria
Q00912	AOX_WICAO	342	1.-.-.-	PF01786;	Eukaryota
B4U4B1	AROE_STREM	294	1.1.1.25	PF18317;PF08501;	Bacteria
B7UK05	AROE_ECO27	272	1.1.1.25	PF18317;PF01488;PF08501;	Bacteria
B0RXX4	AROE_XANCB	283	1.1.1.25	PF18317;PF01488;PF08501;	Bacteria
A8GKG0	AROE_SERP5	272	1.1.1.25	PF18317;PF01488;PF08501;	Bacteria
A0A2U8U2M8	ASR2_SARSH	516	1.-.-.-	PF00067;	Eukaryota
A1UQU2	AROE_BARBK	291	1.1.1.25	PF18317;PF01488;PF08501;	Bacteria
A7N127	AROE_VIBCB	277	1.1.1.25	PF18317;PF01488;PF08501;	Bacteria
A1U5W8	ASTD_MARHV	491	1.2.1.71	PF00171;	Bacteria
C9SE96	ARO1_VERA1	1574	4.2.3.4; 2.5.1.19; 2.7.1.71; 4.2.1.10; 1.1.1.25	PF01761;PF01487;PF00275;PF08501;PF01202;	Eukaryota
Q28QS5	AZOR2_JANSC	204	1.7.1.17	PF02525;	Bacteria
Q4KJ26	AZOR1_PSEF5	212	1.7.1.17	PF02525;	Bacteria
Q890E7	AZOR1_LACPL	215	1.7.1.17	PF02525;	Bacteria
Q2RWS1	BCHL_RHORT	295	1.3.7.7	PF00142;	Bacteria
B9LKM2	BCHL_CHLSY	273	1.3.7.7	PF00142;	Bacteria
D1MX87	BSC5_ALTBR	523	1.-.-.-	PF00067;	Eukaryota
Q3B6C8	BCHN_PELLD	420	1.3.7.7	PF00148;	Bacteria
Q9RFD4	BCHN_RHOS4	428	1.3.7.7	PF00148;	Bacteria
A5UEK0	AZOR_HAEIG	194	1.7.1.17	PF02525;	Bacteria
B7M2V6	BETB_ECO8A	490	1.2.1.8	PF00171;	Bacteria
Q07RY5	BCHN_RHOP5	427	1.3.7.7	PF00148;	Bacteria
A6W4I5	AZOR_KINRD	210	1.7.1.17	PF02525;	Bacteria
C0RHQ3	BETB_BRUMB	487	1.2.1.8	PF00171;	Bacteria
B9KNS6	BETB_RHOSK	483	1.2.1.8	PF00171;	Bacteria
Q52028	BPHA_PSEFK	458	1.14.12.18	PF00355;PF00848;	Bacteria
Q4H4E3	BTRV_BACCI	82	1.14.14.13		Bacteria
P9WPM9	C135B_MYCTU	472	1.14.-.-	PF00067;	Bacteria
P37337	BPHG_PARXL	408	1.18.1.3	PF07992;PF14759;	Bacteria
Q05591	CBIJ_SALTY	263	1.3.1.106	PF02571;	Bacteria
A0A068AA98	BREF4_EUPBR	508	1.-.-.-	PF00067;	Eukaryota
P07145	CATA_IPOBA	492	1.11.1.6	PF00199;PF06628;	Eukaryota
A0A140IL90	C96T1_NARAP	513	1.14.19.50	PF00067;	Eukaryota
P78619	CATB_EMENI	722	1.11.1.6	PF00199;PF06628;PF18011;	Eukaryota
Q6NUE2	CBR4_XENLA	236	1.-.-.-; 1.1.1.-		Eukaryota
Q9LHA1	C8D11_ARATH	509	1.14.-.-	PF00067;	Eukaryota
A0A1V6PB34	CALE_PENDC	517	1.-.-.-	PF00067;	Eukaryota
O48923	C71DA_SOYBN	510	1.14.-.-	PF00067;	Eukaryota
H6LGM7	CARD_ACEWD	262	1.3.1.108	PF01012;	Bacteria
O65787	C71B6_ARATH	503	1.14.-.-	PF00067;	Eukaryota
D5IGG0	CARAA_SPHSX	378	1.14.12.22	PF11723;PF00355;	Bacteria
P37855	CHLB_SALAU	103	1.3.7.7	PF00148;	Eukaryota
Q3MAN6	CHLL_TRIV2	288	1.3.7.7	PF00142;	Bacteria
P41646	CHLN_PINTH	467	1.3.7.7	PF00148;	Eukaryota
A5GUA8	CHLN_SYNR3	412	1.3.7.7	PF00148;	Bacteria
Q9SHG5	C72C1_ARATH	519	1.14.-.-	PF00067;	Eukaryota
P19476	CR29_ENTHI	233	1.11.1.15	PF10417;PF00578;	Eukaryota
Q3JCJ6	COQ7_NITOC	214	1.14.99.60	PF03232;	Bacteria
P80055	CP2A7_PAPSP	20	1.14.14.1		Eukaryota
Q964R1	CP6J1_BLAGE	501	1.14.-.-	PF00067;	Eukaryota
P28649	CP19A_MOUSE	503	1.14.14.14	PF00067;	Eukaryota
O09158	CP3AP_MOUSE	503	1.14.14.1	PF00067;	Eukaryota
Q92116	CP1A1_STECH	521	1.14.14.1	PF00067;	Eukaryota
P08683	CP2CB_RAT	500	1.14.14.1	PF00067;	Eukaryota
P11509	CP2A6_HUMAN	494	1.14.13.-	PF00067;	Eukaryota
P09437	CYB2_WICAO	573	1.1.2.3	PF00173;PF01070;	Eukaryota
P9WPN4	CP130_MYCTO	405	1.14.-.-	PF00067;	Bacteria
Q64410	CP17A_CAVPO	508	1.14.14.19; 1.14.14.32	PF00067;	Eukaryota
A9LZ73	CYSJ_NEIM0	604	1.8.1.2	PF00667;PF00258;PF00175;	Bacteria
A0A4D6Q415	CYP1_CROXC	508	1.14.14.82	PF00067;	Eukaryota
A3KPR5	CYAC3_DANRE	247	1.-.-.-	PF03188;	Eukaryota
A4IMT6	CYSI_GEOTN	573	1.8.1.2	PF01077;PF03460;	Bacteria
P11511	CP19A_HUMAN	503	1.14.14.14	PF00067;	Eukaryota
A0KTT2	DAPB_SHESA	270	1.17.1.8	PF05173;PF01113;	Bacteria
A6T235	DAPB_JANMA	268	1.17.1.8	PF05173;PF01113;	Bacteria
Q9CFC0	DAPB_LACLA	260	1.17.1.8	PF05173;PF01113;	Bacteria
Q83SQ9	DAPB_SHIFL	273	1.17.1.8	PF05173;PF01113;	Bacteria
O67061	DAPB_AQUAE	265	1.17.1.8	PF05173;PF01113;	Bacteria
O26891	DAPB_METTH	273	1.17.1.8	PF05173;PF01113;	Archaea
Q3Z5X9	DAPB_SHISS	273	1.17.1.8	PF05173;PF01113;	Bacteria
C1C8E8	DAPB_STRP7	255	1.17.1.8	PF05173;PF01113;	Bacteria
Q3AIK8	DAPB_SYNSC	277	1.17.1.8	PF05173;PF01113;	Bacteria
A0PQF8	DAPB_MYCUA	245	1.17.1.8	PF05173;PF01113;	Bacteria
Q0SRS4	DAPB_CLOPS	254	1.17.1.8	PF05173;PF01113;	Bacteria
Q9KPH7	DAPB_VIBCH	269	1.17.1.8	PF05173;PF01113;	Bacteria
C1CFE0	DAPB_STRZJ	255	1.17.1.8	PF05173;PF01113;	Bacteria
C1AFN6	DAPB_MYCBT	245	1.17.1.8	PF05173;PF01113;	Bacteria
Q6P7R8	DHB12_RAT	312	1.1.1.330; 1.1.1.62	PF00106;	Eukaryota
Q8ZH36	DKGB_YERPE	267	1.1.1.346	PF00248;	Bacteria
O88736	DHB7_MOUSE	334	1.1.1.270; 1.1.1.62	PF00106;	Eukaryota
Q7Z5P4	DHB13_HUMAN	300	1.1.-.-	PF00106;	Eukaryota
P30863	DKGB_ECOLI	267	1.1.1.346	PF00248;	Bacteria
Q7JK39	DHDH_MACFU	334	1.3.1.20; 1.1.1.179	PF01408;	Eukaryota
P27346	DHE2_CLODI	421	1.4.1.2	PF00208;PF02812;	Bacteria
Q5HAV4	DAPB_EHRRW	264	1.17.1.8	PF05173;PF01113;	Bacteria
Q9TV69	DHDH_PIG	335	1.3.1.20; 1.1.1.179	PF01408;	Eukaryota
B8GF73	DHQS_METPE	328	1.4.1.24	PF01959;	Archaea
Q17QU7	DHR13_BOVIN	377	1.1.-.-	PF00106;	Eukaryota
