P0CW05	AAM30191.1
Q5H5L9	AAW73751.1
P9WJF0	AAK48263.1
B2I6M7	ACB91569.1
Q2JDD9	ABD10703.1
Q9RUB5	AAF11042.1
P9WI52	AAK48280.1
P9WNQ8	AAK46102.1
O52532	AAC77880.1
B7NNP4	CAR16927.1
Q9JZL5	AAF41402.1
Q87F19	AAO28018.1
A7MEY6	ABU77773.1
Q4UNH3	AAY60883.1
B1JHA1	ACA67895.1
B0VMU8	CAP01024.1
Q823G9	AAP05187.1
B1IYW0	ACA75757.1
Q8TIW3	AAM07376.1
A4VXT1	ABP90920.1
B0S1I7	BAG08227.1
A9R4S1	ABX85421.1
Q8RAL7	AAM24426.1
Q7NBA9	AAP56720.1
Q12SF7	ABE53619.1
C3LQ26	ACP06478.1
Q895R1	AAO35779.1
B2TTV4	ACD09438.1
Q2A5Z4	CAJ78490.1
Q886M3	AAO55074.1
Q9CI03	AAK04663.1
A8EWV6	ABV68429.1
C3K2P6	CAY52636.1
Q5HHA1	AAW36456.1
Q18B40	CAJ68033.1
A9NFF0	ABX81080.1
Q0A8W4	ABI56723.1
Q9PEI4	AAF83854.1
Q6GIA3	CAG39953.1
Q9ZDG4	CAA14824.1
A0Q7Y1	ABK90346.1
Q8PML6	AAM36281.1
Q7N8N6	CAE12978.1
P9WG69	CCP44081.1
C0QTP7	ACO04169.1
Q8EMI3	BAC14815.1
B5BB46	CAR58509.1
Q7V0D0	CAE19795.1
A9LYX9	ABX73156.1
A9ALQ1	ABX17008.1
A9ALQ1	BAG47040.1
Q0HRA0	ABI44355.1
B0RW77	CAP52295.1
Q2S2I3	ABC45463.1
Q8CNJ9	AAO05296.1
B2T699	ACD17463.1
B2K8J6	ACC89694.1
Q2LUA0	ABC77663.1
Q1AW85	ABG04343.1
A1RLL6	ABM25561.1
B7H1I1	ACJ56815.1
B0KSB0	ABY97065.1
A8ADP2	ABV11605.1
Q63RX4	CAH36554.1
A3PJG5	ABN76481.1
Q1GGS8	ABF64138.1
Q0SXH4	ABF06241.1
A6U3I4	ABR53002.1
Q0TFA6	ABG70373.1
A4SDH2	ABP36531.1
B1Z939	ACB79097.1
A6VN92	ABR74439.1
C1CEG9	ACO18999.1
A1S7L7	ABM00374.1
Q8P7L2	AAM41871.1
A7X2P9	BAF78393.1
Q7NUK7	AAQ60360.1
A1S7L6	ABM00373.1
B1IXA5	ACA76978.1
B5Z3S7	ACI36987.1
A9N453	ABX66005.1
A7FUT9	ABS33973.1
Q65S38	AAU38222.1
Q7VN74	AAP95618.1
Q24V01	BAE84141.1
Q7NVB6	AAQ60099.2
Q0T2E6	ABF04519.1
B9M0X4	ACM20977.1
A1KNR4	CAL73280.1
A7H3L9	ABS44660.1
B5RCL3	CAR38247.1
A0QKC7	ABK69085.1
A8GXS3	ABV79673.1
Q1BLY5	ABF79370.1
A3QCG8	ABO23166.1
Q83QL0	AAN44055.2
Q83QL0	AAP17882.1
B4U1W7	ACG61984.1
Q889P9	AAO54242.1
A5IEC9	ABQ55729.1
O06553	CCP43910.1
Q2NS50	BAE75025.1
O86751	CAA19904.1
D1AB53	ACY98996.1
Q8FBI2	AAN83226.1
A0JYU5	ABK04215.1
Q8YCV3	AAL53667.1
Q2YL15	CAJ12641.1
Q73WH4	AAS05003.1
A5I309	ABS37494.1
A5I309	CAL83426.1
B5BBA0	CAR58568.1
B9M0X3	ACM20976.1
B2G849	BAG25631.1
B4TQC3	ACF90685.1
Q5M3Z1	AAV60852.1
P10337	AAA98217.1
P10337	AAA88675.1
Q04JI5	ABJ54627.1
A5U1F5	ABQ72855.1
Q03JS2	ABJ66550.1
Q5HDI3	AAW37196.1
Q97B98	BAB59701.1
Q9A0B5	AAK33778.1
Q9A0B5	AAZ51275.1
Q6F6P9	CAG70268.1
B7GUZ7	ACJ58341.1
A9VRK8	ABY41598.1
Q819U1	AAP10786.1
B1YKW2	ACB61764.1
C3N5E4	ACP55219.1
A0JVJ5	ABK03065.1
A5FYH8	ABQ30660.1
Q3SKX9	AAZ96642.1
Q68WM0	AAU03972.1
Q1WUT6	ABD99249.1
Q74N89	AAR38980.1
Q5HPG5	AAW54350.1
Q7M8X1	CAE10416.1
Q4FMZ1	AAZ21448.1
P21890	CAA51088.1
P21890	CAA37973.1
A0LV85	ABK53345.1
P9WND2	AAK45715.1
B4S2C6	AEA96205.1
Q02XL9	ABJ73303.1
B1LET0	ACB19658.1
A5CF57	CAM80936.1
P0A0W2	AAA25455.1
P0A0W2	AAF40498.1
B8D9S0	ACL30841.1
P19210	CAA37877.1
Q1C4U4	ABG14528.1
B3PZF7	ACE89451.1
Q2SRX1	ABC01394.1
Q1IH35	CAK13018.1
P52612	AAA82637.1
P52612	AAC75008.1
P52612	BAA15766.1
Q725Q9	AAS97834.1
Q03FY3	ABJ67889.1
Q3J5E0	ABA77994.1
A0Q626	ABK89691.1
O84619	AAC68216.1
C0Q1W8	ACN47884.1
B1KCW3	ACA84338.1
P0DB13	BAC64056.1
B1KL38	ACA84379.1
B4U5Z8	ACG58188.1
Q8Y2D7	CAD13927.1
Q83EK7	AAO89869.1
A4VTF3	ABP89392.1
Q3MDP1	ABA20895.1
Q5HPX5	AAW54200.1
A2SCF7	ABM93246.1
B6I0H4	BAG76078.1
B4SXD7	ACF64742.1
Q9X8I0	CAB42753.1
A7ZIT8	ABV17812.1
A3PVV6	ABN97033.1
Q2RK24	ABC19215.1
C1FKP7	ACO85580.1
Q9WYZ8	AAD35613.1
B4SRN0	ACF49750.1
B0KJG3	ABY97802.1
Q823G2	AAP05194.1
A9BB39	ABX09051.1
C1CSZ4	ACO24258.1
Q2S1I0	ABC45748.1
Q2GHD8	ABD44758.1
Q65HI8	AAU41476.1
Q65HI8	AAU24117.1
Q0SFQ8	ABG93628.1
A9I6Y3	CAP44354.1
Q2RIB5	ABC19824.1
Q5HAK8	CAH58405.1
Q5HAK8	CAI27200.1
A5V4U1	ABQ67307.1
Q98QV3	CAC13431.1
Q476F5	AAZ59728.1
C0PXG7	ACN47125.1
B2UFY4	ACD27085.1
Q057D7	ABJ90762.1
Q1JL04	ABF32415.1
Q01X76	ABJ85739.1
B7L758	CAV00637.1
P64151	SIU01570.1
A2RDM9	CAM29954.1
Q5JI77	BAD85097.1
P55825	AAC71484.1
A3PDH3	ABO17798.1
A5VTD0	ABQ60389.1
A4TE57	ABP46660.1
A9KWH5	ABX48798.1
A6TPR4	ABR48182.1
B3CTT4	BAG40781.1
P57910	AAK03229.1
Q92BZ4	CAC96628.1
A8AW32	ABV09295.1
Q92BF1	CAC96830.1
P0A9B5	AAN43042.2
P0A9B5	AAP16937.1
C1L2R6	CAS05132.1
Q5JHB5	BAD84954.1
Q7CPQ8	AAL22121.1
O67077	AAC07029.1
B7KN75	ACK85192.1
P24751	AAA23850.1
D3EZK2	ADB53840.1
A1AEY9	ABJ02229.1
Q8TS07	AAM04432.1
Q5HNL7	AAW54615.1
Q5HES4	AAW36920.1
A4YAP3	ABP77026.1
A6TGD7	ABR79621.1
P0AEP0	AAG57918.1
P0AEP0	BAB37087.1
B5F0U2	ACH51812.1
B5FTY1	ACH74330.1
Q135J9	ABE40240.1
B0TYL4	ABZ86379.1
Q2YC92	ABB73629.1
B0TGL6	ABZ83277.1
Q2RPH5	ABC23970.1
Q0T157	ABF04958.1
A1T6X9	ABM12929.1
P68807	BAB58063.1
P99169	BAB42985.1
Q6G832	CAG43629.1
P52093	AAB25329.1
P52093	AAD07712.1
Q31I19	ABB41204.1
B5Z0C4	ACI38060.1
B9LA82	ACM92487.1
Q88SF0	CCC80448.1
B0BWC4	ABY72150.1
Q2SWP6	ABC38603.1
Q1R3R3	ABE10001.1
P71377	AAC22979.1
Q48335	AAB03730.1
E8WSG3	ADW15310.1
A4YHA5	ABP95807.1
Q7MNV2	BAC93377.1
Q44775	AAA85625.1
Q44775	CAA65461.1
Q44775	CAA65294.1
Q44775	AAC66646.2
B1XKN8	ACB00513.1
B0R6H4	CAP14343.1
A5V3V1	ABQ66967.1
P44878	AAC22471.1
Q9HP20	AAG20050.1
B4U198	ACG61765.1
Q71YD9	AAT04675.1
B3W7I7	CAQ65857.1
Q8YMZ8	BAB76475.1
Q0BW57	ABI60945.1
Q0HH61	ABI39606.1
Q8K9T3	AAM67774.1
Q9RGR9	AAF25550.1
Q9RGR9	CAL28674.1
Q5M3K1	AAV61015.1
Q1AV13	ABG04765.1
A9A6M9	ABX01443.1
Q5V5Y2	AAV45070.1
B1I9M7	ACA36675.1
B8ZLK0	CAR68258.1
B1YPV9	ACB65523.1
C4ZBG8	ACR75700.1
B1XT08	ACB43485.1
Q9ZAA8	AAC69171.1
Q9ZAA8	ADB48190.1
Q15Q16	ABG42022.1
A5I6Z4	ABS37598.1
A5I6Z4	CAL84826.1
P43128	BAA04599.1
Q8FPY5	BAC18161.1
B2AG26	CAP62725.1
B4E7X5	CAR50794.1
Q577Z4	AAX76040.1
B2UL75	ACD03864.1
Q4J965	AAY80665.1
A0LSR0	ABK52470.1
B9MQ83	ACM59875.1
A4VZG5	ABP91504.1
B7KKZ9	ACK72371.1
Q9YER2	BAA79484.2
Q82T56	CAD85984.1
A0L5G0	ABK43203.1
Q6NHQ2	CAE49602.1
A9B090	ABX05199.1
O66603	AAC06566.1
B4S4W1	ACF45459.1
Q2KU72	CAJ50788.1
Q5WL08	BAD62947.1
B2HIF7	ACC40151.1
B2S370	ACD70899.1
Q0ANY9	ABI65998.1
Q8KZT5	BAB96819.1
A7GKK3	ABS20661.1
Q2RGY5	ABC20304.1
B1MDU8	CAM63417.1
A4SF37	ABP37096.1
A0KIN6	ABK38824.1
Q81LM1	AAT33716.1
Q5PAL2	AAV86668.1
Q04DD1	ABJ57541.1
B8IL52	ACL58240.1
A7ZIA4	ABV17265.1
Q3ATD7	ABB27738.1
B6JFW2	ACI92922.1
B6JFW2	AEI06917.1
Q99YC0	AAK34510.1
Q99YC0	AAZ52125.1
A5CEC8	CAM80433.1
Q83XM3	CAD90946.1
B1K0H7	ACA92282.1
P0A0T0	AAM36651.1
Q6A8P5	AAT82871.1
A3DE86	ABN52265.1
Q4L7L4	BAE04361.1
O06914	AAC46065.1
O06914	AAD07258.1
P9WN62	AAK44872.1
A8EXM1	ABV73104.1
A6U305	ABR52823.1
Q57RI3	AAX64678.1
A0QJD5	ABK65468.1
Q6G3E9	CAF27623.1
B0T193	ABZ70650.1
Q9KDV4	BAB04826.1
A6WVU6	ABS13100.1
Q9PNN2	CAL35177.1
B5R741	CAR36648.1
P64206	SIU01661.1
A4TQV0	ABP41662.1
Q5FHN7	CAI27825.1
Q1WUZ4	ABD99191.1
Q0TJU4	ABG68787.1
Q1D651	ABF91735.1
P13212	AAA26746.1
D7BMJ2	ADH92141.1
A5I6Z3	ABS37621.1
A5I6Z3	CAL84825.1
B1JJM7	ACA66678.1
A9MTL0	ABX68125.1
A5CQV0	CAN01454.1
Q3J2U4	ABA78890.1
A4QDK8	BAF54305.1
Q9CNY5	AAK02370.1
Q9Z4P0	CAB37062.1
Q9Z4P0	ABI72427.1
Q2FZU0	ABD30025.1
B0KHW6	ABZ00587.1
P20922	CAA29501.1
P45178	AAC23005.1
Q634V7	AAU16288.1
B0R5Y6	CAP14155.1
P99078	BAB42062.1
A5VN81	ABQ61661.1
Q8CT80	AAO04255.1
Q9RP48	AAF07898.1
Q9RP48	ABK71468.1
Q9RP48	AFP41237.1
A1RI61	ABM24356.1
Q88CI9	AAN70757.1
Q6MEJ2	CAF23007.1
Q72C59	AAS95903.1
B7MBE8	CAR01541.1
P58220	AAG58702.1
P58220	BAB37861.1
Q8ZLA1	AAL22506.1
P36267	AAC60442.1
Q2W9A3	BAE49572.1
A4YKP3	CAL74469.1
B4UGZ3	ACG73847.1
Q57IT9	AAX67373.1
Q1GTD8	ABF53084.1
A6LB54	ABR42918.1
Q1CEZ9	ABG19431.1
Q1CEZ9	EEO75594.1
Q8PYC0	AAM30639.1
B7N834	CAR11384.1
Q2A4V3	CAJ78917.1
Q8PI37	AAM37906.1
A0KJ03	ABK37780.1
Q88P65	AAN66613.1
B1IEV3	ACA43829.1
Q31WG6	ABB67592.1
B1XP99	ACA99692.1
A4WE57	ABP61987.1
Q89G87	BAC51723.1
O53423	CCP43826.1
Q8XT73	CAD17393.1
A5GBI7	ABQ25064.1
Q18KP6	CAJ51398.1
B7LWA6	CAQ87770.1
Q8DLT5	BAC07945.1
Q7TTS1	CAE08940.1
Q5M5C8	AAV60269.1
Q0HGJ1	ABI39826.1
O58888	BAA30246.1
Q49XY1	BAE18363.1
B0SPF1	ABZ99057.1
Q5H4Y0	AAW73990.1
P0A6V2	AAN82655.1
B8ZPW5	CAR68863.1
Q62FM9	AAU50158.1
Q65TI3	AAU37727.1
Q16AX0	ABG30873.1
B4F0N9	CAR44066.1
A6UW70	ABR56742.1
B9KJ94	ACM49556.1
Q65TI2	AAU37728.1
P0A3F3	AAD03474.1
A5GT42	CAK28051.1
P58394	CAC49811.1
Q72HF4	AAS81875.1
A0QGN2	ABK68698.1
Q0RH38	CAJ63195.1
Q3JY08	ABA48266.1
Q6LKA2	CAG22278.1
A7NAI2	ABU60985.1
B5QXI0	CAR34474.1
Q8U8L4	AAK89352.1
Q1IZQ3	ABF45281.1
A1A2Z2	BAF40075.1
A8EQZ2	ABV66366.1
Q5NQ83	AAV89122.2
A4JR39	ABO58742.1
Q05650	AAA71923.1
B1LFS6	ACB20058.1
Q8XHZ5	BAB82035.1
C0RLA4	ACO02387.1
Q1WSM8	ABE00101.1
Q8NVE6	BAB95945.1
Q5HE43	CAA71060.2
Q5HE43	AAW38459.1
C1CEA8	ACO18489.1
C0ZHD4	BAH41075.1
Q72YJ3	AAS43929.1
A4G7G5	CAL62452.1
B7HJK3	ACK61674.1
Q72YJ6	AAS43926.1
B5YS65	ACI38909.1
P0A1P7	CAD03093.1
P0A1P7	AAO71115.1
B7IM37	ACK97294.1
A9MMA0	ABX23879.1
A0Q8C5	ABK90490.1
B7VB64	CAW28241.1
P57461	BAB13084.1
Q8DI20	BAC09324.1
Q3AKV6	ABB34776.1
Q4KCQ3	AAY92146.1
C3LUU7	ACP07252.1
B6EHG2	CAQ80741.1
A3D286	ABN60849.1
P52980	AAA67437.1
Q8P179	AAL97655.1
A2S3Q4	ABN02024.1
Q9CID9	AAK04522.1
A4TMF1	ABP40463.1
Q2N850	ABC64141.1
Q9KE60	BAB04717.1
Q82WX6	CAD84441.1
Q8PKU2	AAM36927.1
A0R1Y4	ABK70471.1
A0R1Y4	AFP41238.1
Q8PJ31	AAM37559.1
P17169	CAA25785.1
P17169	AAA62080.1
P17169	AAC76752.1
P17169	BAE77559.1
P17169	CAA23894.1
P17169	AAA23836.1
Q9PLA4	AAF39075.1
B8DBZ3	ACK38979.1
P0A6T6	AAN81144.1
Q9X8I3	CAB42756.1
B8HFD9	ACL39278.1
B2K8R3	ACC88219.1
Q8Y5X1	CAD00011.1
B9JRY5	ACM37613.1
Q1IE16	CAK14092.1
P39773	AAA21680.1
P39773	CAB15396.1
Q4K734	AAY94098.1
A0L1S4	ABK49993.1
B2K3K5	ACC87604.1
Q73S23	AAS06803.1
Q4ZPI7	AAY38935.1
A9N970	ABX77950.1
Q5YUH5	BAD58166.1
Q52039	BAA12885.1
B1ZVD6	ACB76803.1
Q633J6	AAU15925.1
A8G3P9	ABV50230.1
B9MKY6	ACM60994.1
P44765	AAC22243.1
Q3JEY0	ABA56616.1
A4SCZ9	ABP36358.1
B1W1Y7	BAG22534.1
B0CJK5	ABY38957.1
Q3YSD5	AAZ68370.1
Q9EUU9	CAC18747.1
A6V1E9	ABR85350.1
Q04C46	ABJ57976.1
Q0K3S6	CAJ95348.1
A7MH03	ABU75974.1
Q0TES5	ABG70554.1
Q2JXG4	ABC98522.1
Q0TRG3	ABG82303.1
Q98R97	CAC13286.1
Q6G6X6	CAG44048.1
A6U2G6	ABR52634.1
B5ZV72	ACI57218.1
C5D4D1	ACS23139.1
A5U8K9	ABQ75359.1
Q137C7	ABE39812.1
P0A9Q6	AAG57445.1
P0A9Q6	BAB36623.1
Q2T7T0	ABC35657.1
Q6GG07	CAG40769.1
E7FHP1	CAB46517.1
E7FHP1	AAL81911.1
Q8XLG6	BAB80781.1
C1EZP2	ACO28998.1
Q02PS5	ABJ12344.1
Q3AU14	ABB27511.1
B1MH39	CAM60723.1
Q31YE2	ABB66916.1
Q89WE3	BAC46012.1
B0T3H7	ABZ70863.1
B5RCJ1	CAR38225.1
C5BR01	ACR14435.1
A6UCL8	ABR61398.1
Q7CR41	AAL19357.1
A5UF50	ABQ99405.1
Q6G084	CAF25925.1
Q9C4Z4	AAG53710.1
A9W511	ABY30667.1
Q492D3	AAZ41168.1
B3R112	CAQ70046.1
Q8PV85	AAM31783.1
Q74LU5	AAS08070.1
A5EKL9	ABQ36713.1
Q63KN7	CAH38795.1
B3QL38	ACF10826.1
Q4KHG0	AAY90479.2
C0ZK19	BAH41470.1
Q6D797	CAG74338.1
B2SR15	ACD59576.1
B6I5D7	BAG78375.1
Q6MBG3	CAF24086.1
B5QTF2	CAR31972.1
B6JCP4	ACI91624.1
B6JCP4	AEI04789.1
Q2T6A1	ABC34300.1
Q820I1	CAD86233.1
A1VUV2	ABM39430.1
B9L9S0	ACM92595.1
A7ZX55	ABV04859.1
Q73T33	AAS06436.1
Q5WJW1	BAD63344.1
Q9KQM0	AAF95126.1
A7NLU3	ABU58491.1
Q38XF6	CAI55125.1
P0CZ47	BAC63182.1
A8AGJ9	ABV12611.1
Q46ZL2	AAZ61421.1
P36692	CAA51294.1
B5XJD9	ACI60451.1
B2VJ00	CAO96219.1
P0ABD6	AAG54487.1
P0ABD6	BAB33610.1
A4TM44	ABP40356.1
Q3JZK4	ABA45073.1
B7MXX0	CAR08936.2
A1WLL3	ABM58520.1
Q1CHP8	ABG18482.1
Q1CHP8	EEO76208.1
Q8ZGX4	CAL19813.1
Q8ZGX4	AAM86584.1
Q8ZGX4	AAS61262.1
A4VSL6	ABP89105.1
Q9WZF6	AAD35774.1
Q5M5R2	AAV60110.1
P77674	AAC74526.1
P77674	BAA15073.1
Q97JQ5	AAK79190.1
O34499	CAA05581.1
O34499	CAB13158.1
B3PBR5	ACE85727.1
Q1R017	ABE57941.1
Q0T431	ABF03934.1
A4YGN2	ABP95584.1
P41577	AAC43819.1
B7LJZ2	CAQ89842.1
C1FKZ0	ACO84492.1
A4T166	ABP42699.1
B5EWT7	ACH50211.1
A1UVN3	ABM48578.1
Q5PD69	AAV76268.1
C3LPP8	ACP06468.1
P0C2T5	AAB93629.1
A5GSN7	CAK27896.1
B6I5M4	BAG79825.1
Q1R7H5	ABE08689.1
Q49157	AAC44793.1
B2HYI9	ACC58428.1
Q9AHF0	AAK28496.1
Q8FEA6	AAN81876.1
A0KZM8	ABK49247.1
B2S371	ACD70900.1
A9VKE9	ABY45626.1
A9HL57	CAP56124.1
A9HL57	ACI50196.1
Q8DGH7	BAC09892.1
Q0I3D3	ABI25207.1
A8G4Z1	ABV50672.1
C0M6X6	CAW92072.1
Q46389	AAA53548.2
A6VN24	ABR74371.1
Q54441	AAA26549.1
Q9I0K4	AAG06022.1
A9BAI8	ABX08850.1
Q9KIP9	AAF81088.1
Q5E318	AAW86578.1
O34645	AAC00383.1
O34645	CAB15008.1
A4TS06	ABP42068.1
Q8Z688	CAD05485.1
Q8Z688	AAO68741.1
A1K9L5	CAL95520.1
Q8FTA8	BAC18471.1
Q3A2F4	ABA89453.1
Q47945	AAA24935.1
Q47945	BAA19754.1
Q47945	AAW60836.1
P0A256	CAA35913.1
A2BR98	ABM70309.1
P29808	CAA39184.1
A5VFP2	ABQ71108.1
B0B9F3	CAP03740.1
Q72J95	AAS81228.1
Q97ZL0	AAK41170.1
Q5P3K0	CAI08114.1
O33477	BAB03531.1
A0RKB5	ABK87658.1
Q5HRD6	AAW53675.1
O30009	AAB91002.1
Q1JA50	ABF36611.1
Q6N510	CAE28614.1
P9WID5	CCP44979.1
P37112	CAA52342.1
P37112	CAA70000.1
B8D9F2	ACL30723.1
O27667	AAB86103.1
Q9FCV2	CAC03497.1
Q3SH36	AAZ98053.1
Q9EYI7	AAG42848.1
Q3J6K9	AFD36450.1
Q3J6K9	ABA77575.1
P05193	CAA27494.1
P05193	CAA35959.1
A8FLV4	ABV52441.1
Q4K3T9	AAY95225.1
B2SPE7	ACD61005.1
A0PY67	ABK61679.1
Q1C3R8	ABG14904.1
Q9RQ17	AAF14257.1
Q0TKG5	ABG68566.1
Q4L803	BAE04222.1
Q2FWM7	AAF43205.1
Q2FWM7	ABD31300.1
Q8FK82	AAN79074.1
Q8Y511	CAD00345.1
P44624	AAC21965.1
Q38V64	CAI55920.1
A2RZY1	ABM99027.2
Q88QT3	AAN66035.1
Q1JHM1	ABF33715.1
Q606B9	AAU91901.1
Q24R88	BAE85454.1
Q3M9J6	ABA22340.1
Q8RM02	AAL17712.1
Q8RM02	ABS68740.1
A5GN62	CAK24377.1
Q88BD4	AAO53637.1
Q9K0V3	AAF40893.1
Q49Z24	BAE17952.1
Q7WMY6	CAE31752.1
Q7NHC6	BAC90552.1
Q5L263	BAD74967.1
A4YXM5	CAL78651.1
B8DF43	ACK38635.1
C1CM34	ACO21570.1
B2G532	BAG24564.1
Q086N8	ABI70777.1
Q03NA6	ABJ65316.1
Q8XK42	BAB81267.1
Q1H4U4	ABE48493.1
B1MZM2	ACA82974.1
B1XGB0	ACB01637.1
Q7A4D8	BAB43208.1
Q1GAB0	CAI97802.1
Q8FW12	AAN33842.1
Q8FW12	AEM20118.1
Q1J391	ABF44043.1
B7K4A4	ACK67810.1
Q87F32	AAO28005.1
Q9ZEM7	CAA10483.2
Q83BM5	AAO90975.2
Q3AE90	ABB13729.1
Q2YKW2	CAJ12698.1
Q0RH96	CAJ63135.1
P58336	CAC48592.1
Q8DCL0	AAO09842.2
C5D720	ACS25559.1
Q1JCJ8	ABF35710.1
Q1JCJ8	ABF35711.1
O68040	AAC16126.1
O68040	ADE85856.1
Q5M2T7	AAV61315.1
A5I0I2	ABS37648.1
A5I0I2	CAL82543.1
B5QUT6	CAR32089.1
Q2FF06	ABD20518.1
Q5NNW5	AAV89595.1
A4YK73	CAL74299.1
Q0HD92	ABI40975.1
P58408	AAG54874.1
P58408	BAB34002.1
B2V525	ACD51935.1
Q0VSR6	CAL15782.1
B7NB76	CAR13110.1
Q03L81	ABJ66041.1
Q1AZ25	ABG03353.1
B3W9T6	CAQ67455.1
Q8KDJ5	AAM72288.1
Q1CIM2	ABG18158.1
Q1CIM2	EEO76731.1
B0JXI2	BAG01809.1
A9W714	ABY31676.1
Q5X986	CAH11153.1
Q5ZZK4	AAU26113.1
Q1GJY2	ABF63034.1
A6U073	ABR51841.1
B5XMC3	ACI61485.1
Q9PF52	AAF83636.1
Q9PGY0	AAF82979.1
B4S0H7	AEA96681.1
P59297	AAM72344.1
Q9CHD2	AAK04898.1
Q2T281	ABC38474.1
Q5WEW9	BAD65091.1
Q929S8	CAC97425.1
C1C6Q3	ACO16628.1
A3PNB5	ABN77831.1
Q71Z78	AAT04386.1
Q3A1V5	ABA89652.1
B5Z6E9	ACI27148.1
Q8CTX1	AAO03825.1
B0JHB1	BAG02263.1
A3Q0T7	ABN98764.1
Q98HV0	BAB49766.1
Q5ZY77	AAU26592.1
A0KBG7	ABK09844.1
C3MQZ8	ACP35811.1
P0A4Z1	SIU00290.1
Q74GU4	AAR33485.1
Q39JW0	ABB07256.1
B2I7K9	ACB91737.1
Q2KV10	CAJ50575.1
B7GGW0	ACJ32915.1
Q119D0	ABG49894.1
P08137	AAA22229.1
Q8Y2B9	CAD13945.1
Q31SC8	ABB56041.1
B1YKR3	ACB60246.1
Q8EMP4	BAC14753.1
Q9CHD5	AAK04895.1
P58541	AAG54367.1
P58541	BAB33490.1
Q12J15	ABE56561.1
B7K2S1	ACK67622.1
A1S560	ABL99516.1
A1TLA3	ABM31741.1
P59600	AAN45464.2
P59600	AAP18738.1
Q8DRI4	AAK98907.1
Q2FXU0	ABD30814.1
Q1GJU6	ABF63070.1
B7LR40	CAQ90643.1
Q99YR3	AAK34363.1
Q99YR3	AAZ51916.1
P50988	CAA88927.2
B0RIE3	CAQ00257.1
B5YE16	ACI19058.1
B2JZE4	ACC87117.1
C3LRV6	ACP06861.1
Q63DL5	AAU18849.1
P61527	CAF29629.1
A8ALQ2	ABV14414.1
Q39IG1	ABB07755.1
B1JMD2	ACA68509.1
Q39XB8	ABB31106.1
Q3AJM8	ABB35204.1
A8LKS9	ABV93293.1
P0AC40	AAN45711.2
P0AC40	AAP19497.1
A1WUZ5	ABM61507.1
Q72ZA4	AAS43665.1
A0RP84	ABK82085.1
Q2YWS4	CAI80517.1
A4XQ67	ABP83483.1
Q31BS1	ABB49674.1
Q2SRZ3	ABC01255.1
P63595	AAK75474.1
Q489N3	AAZ23956.1
Q8FH00	AAN80606.1
P59606	AAO28176.1
Q8NXF2	BAB94708.1
B1YB49	ACB40749.1
C7P7V6	ACV24638.1
Q634D6	AAU16117.1
Q827Z1	BAC74489.1
A8AYI5	ABV09145.1
P57924	AAK03307.1
B1JU67	ACA89552.1
A7I8L8	ABS56079.1
A1ANP7	ABK98967.1
Q9PNT2	CAL35126.1
Q1MDK6	CAK08971.1
A6QH16	BAF67648.1
Q74D29	AAR34864.1
F2MTI3	AAG53678.1
F2MTI3	AEA93972.1
Q5LXZ9	AAV63328.1
A0LEB5	ABK15767.1
Q5E2G0	AAW86786.1
A4IPA2	ABO67156.1
A8G0R9	ABV38692.1
A4SMN3	ABO90155.1
B5Y1Y0	ACI10011.1
Q9KT52	AAF94212.1
A3N0B0	ABN73846.1
B8DC03	ACK38989.1
B0U6C7	ACA11689.1
Q0VRM5	CAL16173.1
Q2YR43	CAJ11985.1
B2SY63	ACD17598.1
Q88SD8	CCC80461.1
B7M1U1	CAR00328.1
P0A6D8	AAN82598.1
Q8D339	BAC24308.1
C1DBU8	ACO75501.1
Q1R983	ABE08081.1
C0Q068	ACN45572.1
A4FBE6	CAM01371.1
C0ZB07	BAH42966.1
A1K498	CAL93653.1
P0ABB9	AAG59440.1
P0ABB9	BAB38642.1
Q87V14	AAO58554.1
B2URY7	ACD47619.1
B6EML5	CAQ80419.1
Q83HU6	CAD67068.1
C3LP65	ACP06341.1
B7IYI7	ACK95575.1
Q978S3	BAB60484.1
Q9ZC70	CAA21337.1
Q9ZC70	CAL20604.1
Q9ZC70	AAM85903.1
Q9ZC70	AAS61940.1
Q5JFT3	BAD84452.1
Q46DZ7	AAZ69895.1
Q02R24	ABJ12787.1
Q32AK2	ABB63653.1
B4TGJ6	ACF68327.1
P34003	AAG08424.1
P34003	AAA16705.1
B8FQ77	ACL21538.1
Q46366	AAM73164.1
Q46366	AAA18790.1
Q30XS2	ABB39524.2
A9KBF9	ABS76588.1
B1J060	ACA78866.1
A4VS62	ABP81813.1
P63612	SIU01186.1
B1IPI2	ACA77532.1
A4Y7N9	ABP75972.1
D5EV35	ADE83449.1
C3KAD3	CAY49271.1
A5FNY2	ABQ03091.1
A5UAU9	ABQ97900.1
Q83QQ5	AAN43918.2
Q83QQ5	AAP17736.1
B4TAX2	ACF68914.1
B7UV40	CAW28373.1
B5Z9T2	ACI26912.1
B8E786	ACK46359.1
A5U209	ABQ73059.1
B9LZ86	ACM18818.1
P0ABB1	AAN83092.1
Q87E90	AAO28307.1
P63605	BAB57700.1
A9VSA5	ABY46251.1
Q03A20	ABJ69952.1
A5FRQ5	ABQ17123.1
O50290	CAA15227.1
O50290	AAB88553.1
O52063	AAB96621.1
Q6HAY0	AAT63343.1
A4JA33	ABO53136.1
A9R5U1	ABX87010.1
P63676	BAB95894.1
A1W2T7	ABM40562.1
B9LZ84	ACM18816.1
