level1	level2	level3	function	ERR599063	ERR599115	ERR599105	ERR3589586	ERR599052	ERR598981	ERR599048	ERR3589593	ERR598964	ERR599020	ERR599125	ERR598963	ERR598989	ERR599076	ERR599176
Environmental Information Processing	Membrane transport	03070 Bacterial secretion system [PATH:ko03070]	secA; preprotein translocase subunit SecA	18379	10688	11053	312	16234	13869	12649	11661	11606	13317	9462	13869	18027	103	16954
Environmental Information Processing	Membrane transport	03070 Bacterial secretion system [PATH:ko03070]	secB; preprotein translocase subunit SecB	253	188	188	0	382	175	278	338	152	213	147	180	261	0	1331
Environmental Information Processing	Membrane transport	03070 Bacterial secretion system [PATH:ko03070]	secD; preprotein translocase subunit SecD	5802	3085	3785	892	5473	4337	4143	3527	3184	3884	2300	3787	5468	708	5533
Environmental Information Processing	Membrane transport	03070 Bacterial secretion system [PATH:ko03070]	secDF; SecD/SecF fusion protein	2246	614	573	4	1662	706	887	872	792	1078	609	1345	1427	16	1553
Environmental Information Processing	Membrane transport	03070 Bacterial secretion system [PATH:ko03070]	secE; preprotein translocase subunit SecE	575	194	485	4	618	387	533	343	277	425	179	369	706	0	716
Environmental Information Processing	Membrane transport	03070 Bacterial secretion system [PATH:ko03070]	secF; preprotein translocase subunit SecF	2773	1782	1779	5	2805	2361	2188	1884	1731	2100	1375	2016	2554	20	3296
Environmental Information Processing	Membrane transport	03070 Bacterial secretion system [PATH:ko03070]	secG; preprotein translocase subunit SecG	746	251	460	0	674	435	476	386	258	470	240	509	682	0	822
Environmental Information Processing	Membrane transport	03070 Bacterial secretion system [PATH:ko03070]	secY; preprotein translocase subunit SecY	8815	6338	5006	25	8176	6580	5889	6188	6756	7054	4699	6734	8869	24	7376
Genetic Information Processing	Translation	00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]	selA; L-seryl-tRNA(Ser) seleniumtransferase [EC:2.9.1.1]	370	849	257	1	422	1146	547	817	1039	713	975	463	339	9	30
Metabolism	Metabolism of other amino acids	00450 Selenocompound metabolism [PATH:ko00450]	"selD, SEPHS; selenide, water dikinase [EC:2.7.9.3]"	958	1238	2116	0	2099	1513	2035	1167	1037	1262	1137	843	1297	3	1590
Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]	"senX3; two-component system, OmpR family, sensor histidine kinase SenX3 [EC:2.7.13.3]"	4	7	9	0	4	5	3	3	6	6	9	15	9	0	7
Genetic Information Processing	Translation	00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]	sepRS; O-phosphoseryl-tRNA synthetase [EC:6.1.1.27]	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0
Metabolism	Amino acid metabolism	"00260 Glycine, serine and threonine metabolism [PATH:ko00260]"	"serA, PHGDH; D-3-phosphoglycerate dehydrogenase [EC:1.1.1.95]"	7485	4479	5312	45	6757	5371	5694	4545	4214	5253	3402	4681	7296	13	7537
Metabolism	Amino acid metabolism	"00260 Glycine, serine and threonine metabolism [PATH:ko00260]"	"serB, PSPH; phosphoserine phosphatase [EC:3.1.3.3]"	234	1061	154	5	263	658	648	878	866	683	564	285	106	1	758
Metabolism	Amino acid metabolism	"00260 Glycine, serine and threonine metabolism [PATH:ko00260]"	"serC, PSAT1; phosphoserine aminotransferase [EC:2.6.1.52]"	3119	3444	1432	71	3004	4552	2142	3132	3579	3910	2764	2790	2503	5	3862
Human Diseases	Infectious diseases	05100 Bacterial invasion of epithelial cells [PATH:ko05100]	sfb1; fibronectin-binding protein 1	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0
Metabolism	Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	sgbE; L-ribulose-5-phosphate 4-epimerase [EC:5.1.3.4]	1	0	0	0	1	1	0	1	2	2	1	1	2	0	1
Metabolism	Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	sgbH; 3-dehydro-L-gulonate-6-phosphate decarboxylase [EC:4.1.1.85]	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Metabolism	Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	sgbU; hexulose-6-phosphate isomerase [EC:5.-.-.-]	11	137	4	0	9	177	43	48	108	108	176	29	7	0	0
Metabolism	Glycan biosynthesis and metabolism	00550 Peptidoglycan biosynthesis [PATH:ko00550]	sgtB; monofunctional glycosyltransferase [EC:2.4.1.-]	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
Metabolism	Metabolism of terpenoids and polyketides	00909 Sesquiterpenoid and triterpenoid biosynthesis [PATH:ko00909]	"shc, sqhC; squalene-hopene/tetraprenyl-beta-curcumene cyclase [EC:5.4.99.17 4.2.1.129]"	75	357	63	0	73	502	244	314	620	329	490	121	57	0	5
Environmental Information Processing	Membrane transport	03070 Bacterial secretion system [PATH:ko03070]	"shlA, hhdA, hpmA; hemolysin"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Environmental Information Processing	Membrane transport	03070 Bacterial secretion system [PATH:ko03070]	"shlB, hhdB, hpmB; hemolysin activation/secretion protein"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Metabolism	Energy metabolism	00920 Sulfur metabolism [PATH:ko00920]	sir; sulfite reductase (ferredoxin) [EC:1.8.7.1]	1501	97	1733	0	1485	178	1256	118	138	468	162	625	1625	0	209
Environmental Information Processing	Membrane transport	02010 ABC transporters [PATH:ko02010]	sitA; manganese/iron transport system substrate-binding protein	374	24	155	0	371	10	89	190	23	92	101	152	218	0	1023
Environmental Information Processing	Membrane transport	02010 ABC transporters [PATH:ko02010]	sitB; manganese/iron transport system ATP-binding protein	248	22	82	0	282	14	62	190	24	57	109	99	138	0	876
Environmental Information Processing	Membrane transport	02010 ABC transporters [PATH:ko02010]	sitC; manganese/iron transport system permease protein	356	19	135	0	302	11	59	177	45	81	103	77	232	0	1076
Environmental Information Processing	Membrane transport	02010 ABC transporters [PATH:ko02010]	sitD; manganese/iron transport system permease protein	152	10	69	1	210	1	53	117	21	43	93	52	92	1	776
Environmental Information Processing	Membrane transport	02010 ABC transporters [PATH:ko02010]	"smoE, mtlE; sorbitol/mannitol transport system substrate-binding protein"	79	190	121	0	296	83	319	297	272	93	79	80	32	0	456
Environmental Information Processing	Membrane transport	02010 ABC transporters [PATH:ko02010]	"smoF, mtlF; sorbitol/mannitol transport system permease protein"	71	148	77	0	128	43	158	121	157	56	42	40	11	0	197
Environmental Information Processing	Membrane transport	02010 ABC transporters [PATH:ko02010]	"smoG, mtlG; sorbitol/mannitol transport system permease protein"	66	113	54	0	107	34	159	116	131	49	48	24	6	0	191
Environmental Information Processing	Membrane transport	02010 ABC transporters [PATH:ko02010]	"smoK, mtlK; sorbitol/mannitol transport system ATP-binding protein"	508	391	386	23	537	370	425	362	391	371	369	447	525	5	545
Metabolism	Energy metabolism	00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]	smtB; succinyl-CoA:(S)- malate CoA transferase subunit B [EC:2.8.3.-]	44	34	39	0	74	27	45	63	45	24	24	41	40	0	53
Metabolism	Amino acid metabolism	"00260 Glycine, serine and threonine metabolism [PATH:ko00260]"	"soxA; sarcosine oxidase, subunit alpha [EC:1.5.3.1]"	12232	6414	6348	137	13937	9316	6202	8210	9318	9322	5250	11475	13902	63	21124
Metabolism	Amino acid metabolism	"00260 Glycine, serine and threonine metabolism [PATH:ko00260]"	"soxB; sarcosine oxidase, subunit beta [EC:1.5.3.1]"	7149	4354	3308	0	7766	6429	3508	4456	5667	5743	3317	6757	7507	1	10117
Metabolism	Amino acid metabolism	"00260 Glycine, serine and threonine metabolism [PATH:ko00260]"	"soxD; sarcosine oxidase, subunit delta [EC:1.5.3.1]"	922	411	481	0	1121	678	432	555	613	693	352	876	1012	0	1611
Metabolism	Amino acid metabolism	"00260 Glycine, serine and threonine metabolism [PATH:ko00260]"	"soxG; sarcosine oxidase, subunit gamma [EC:1.5.3.1]"	452	148	248	0	643	154	200	499	180	283	107	514	493	0	1849
Metabolism	Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	spdH; spermidine dehydrogenase [EC:1.5.99.6]	37	337	7	0	41	271	55	295	167	197	535	78	40	0	688
Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]	"spo0A; two-component system, response regulator, stage 0 sporulation protein A"	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]	"spo0F; two-component system, response regulator, stage 0 sporulation protein F"	0	0	0	0	0	5	2	1	2	1	0	0	0	0	0
Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]	"spoT, HDDC3; guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase [EC:3.1.7.2]"	4119	1584	2477	2	4088	2382	2318	2320	2003	2660	1285	3157	4526	1	4918
Metabolism	Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	spuC; putrescine aminotransferase [EC:2.6.1.-]	708	1599	535	28	881	1613	684	1076	1338	1361	1625	571	530	0	1510
Metabolism	Carbohydrate metabolism	00051 Fructose and mannose metabolism [PATH:ko00051]	srlD; sorbitol-6-phosphate 2-dehydrogenase [EC:1.1.1.140]	2	12	9	0	19	12	15	10	15	17	12	7	4	0	4
Genetic Information Processing	Replication and repair	03030 DNA replication [PATH:ko03030]	ssb; single-strand DNA-binding protein	3322	1707	1869	0	3182	2225	2081	1805	2002	2477	1547	2408	3042	35	2905
Metabolism	Metabolism of cofactors and vitamins	00740 Riboflavin metabolism [PATH:ko00740]	ssuE; FMN reductase [EC:1.5.1.38]	4	337	16	0	8	96	130	279	327	164	140	68	8	0	0
Metabolism	Metabolism of cofactors and vitamins	00760 Nicotinate and nicotinamide metabolism [PATH:ko00760]	"sthA, udhA; NAD(P) transhydrogenase [EC:1.6.1.1]"	142	377	206	2	120	348	603	656	257	234	494	91	29	0	1100
Environmental Information Processing	Membrane transport	03070 Bacterial secretion system [PATH:ko03070]	"stp1, pppA; serine/threonine protein phosphatase Stp1 [EC:3.1.3.16]"	3	8	3	0	0	11	0	0	9	3	1	3	0	0	4
Metabolism	Biosynthesis of other secondary metabolites	00521 Streptomycin biosynthesis [PATH:ko00521]	strB1; scyllo-inosamine-4-phosphate amidinotransferase 1 [EC:2.1.4.2]	0	3	2	0	2	4	2	3	9	8	2	0	3	0	1
Metabolism	Biosynthesis of other secondary metabolites	00521 Streptomycin biosynthesis [PATH:ko00521]	strK; streptomycin-6-phosphatase [EC:3.1.3.39]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Metabolism	Biosynthesis of other secondary metabolites	00521 Streptomycin biosynthesis [PATH:ko00521]	stsC; L-glutamine:scyllo-inosose aminotransferase [EC:2.6.1.50]	1	0	1	0	1	5	0	0	3	3	2	0	0	0	0
Metabolism	Carbohydrate metabolism	00020 Citrate cycle (TCA cycle) [PATH:ko00020]	sucC; succinyl-CoA synthetase beta subunit [EC:6.2.1.5]	8648	7125	4228	9	7970	7252	5526	6847	7553	7533	5348	7182	8318	13	8226
Metabolism	Carbohydrate metabolism	00020 Citrate cycle (TCA cycle) [PATH:ko00020]	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	7435	6464	3590	0	6865	6470	4663	5609	6753	6515	4864	6561	7792	0	6968
Metabolism	Metabolism of cofactors and vitamins	00730 Thiamine metabolism [PATH:ko00730]	sufS; cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16]	6673	6609	4150	19	6212	5653	5215	5277	7100	6347	4410	5820	6501	6	5448
Metabolism	Metabolism of cofactors and vitamins	00790 Folate biosynthesis [PATH:ko00790]	sulD; dihydroneopterin aldolase / 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:4.1.2.25 2.7.6.3]	6	7	1	0	1	8	11	4	6	10	8	4	3	0	2
Metabolism	Metabolism of cofactors and vitamins	00760 Nicotinate and nicotinamide metabolism [PATH:ko00760]	surE; 5'-nucleotidase [EC:3.1.3.5]	1979	863	1061	0	1544	1309	1220	1026	717	1178	758	846	1493	4	1722
Environmental Information Processing	Membrane transport	02010 ABC transporters [PATH:ko02010]	syrD; putative ATP-binding cassette transporter	1	1	0	0	0	1	0	1	0	2	0	0	1	0	1
Genetic Information Processing	Replication and repair	03410 Base excision repair [PATH:ko03410]	tag; DNA-3-methyladenine glycosylase I [EC:3.2.2.20]	267	725	177	29	223	758	547	972	582	454	799	230	141	4	574
Metabolism	Lipid metabolism	00564 Glycerophospholipid metabolism [PATH:ko00564]	tagD; glycerol-3-phosphate cytidylyltransferase [EC:2.7.7.39]	137	430	99	0	208	204	231	392	373	260	218	228	191	0	340
Environmental Information Processing	Membrane transport	02010 ABC transporters [PATH:ko02010]	tagG; teichoic acid transport system permease protein	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0
Environmental Information Processing	Membrane transport	02010 ABC transporters [PATH:ko02010]	tagH; teichoic acid transport system ATP-binding protein [EC:3.6.3.40]	1	16	3	0	5	15	7	8	9	12	12	9	9	0	3
Metabolism	Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	tal-pgi; transaldolase / glucose-6-phosphate isomerase [EC:2.2.1.2 5.3.1.9]	0	132	2	0	2	108	88	46	186	56	146	9	3	0	0
Cellular Processes	Cell motility	02030 Bacterial chemotaxis [PATH:ko02030]	"tap; methyl-accepting chemotaxis protein IV, peptide sensor receptor"	2	8	0	0	0	2	2	0	2	2	0	0	0	0	0
Cellular Processes	Cell motility	02030 Bacterial chemotaxis [PATH:ko02030]	"tar; methyl-accepting chemotaxis protein II, aspartate sensor receptor"	3	45	4	0	1	11	11	5	8	9	8	1	0	0	3
Environmental Information Processing	Membrane transport	03070 Bacterial secretion system [PATH:ko03070]	tatA; sec-independent protein translocase protein TatA	1143	801	857	3	1044	842	803	905	883	1003	545	806	1047	0	1226
Environmental Information Processing	Membrane transport	03070 Bacterial secretion system [PATH:ko03070]	tatB; sec-independent protein translocase protein TatB	269	217	118	0	304	232	263	231	184	220	123	203	228	5	502
Environmental Information Processing	Membrane transport	03070 Bacterial secretion system [PATH:ko03070]	tatC; sec-independent protein translocase protein TatC	2950	1813	1546	0	2805	1921	1858	2065	2088	2195	1283	2308	2501	4	2839
Environmental Information Processing	Membrane transport	03070 Bacterial secretion system [PATH:ko03070]	tatE; sec-independent protein translocase protein TatE	2	1	2	0	6	0	0	4	3	2	0	4	5	0	0
Metabolism	Metabolism of other amino acids	00430 Taurine and hypotaurine metabolism [PATH:ko00430]	tauD; taurine dioxygenase [EC:1.14.11.17]	575	1065	404	0	783	589	656	1173	895	564	1022	671	573	4	433
Metabolism	Metabolism of other amino acids	00430 Taurine and hypotaurine metabolism [PATH:ko00430]	tauX; taurine dehydrogenase small subunit [EC:1.4.2.-]	0	2	0	0	0	1	0	0	2	0	0	0	0	0	2
Metabolism	Metabolism of other amino acids	00430 Taurine and hypotaurine metabolism [PATH:ko00430]	tauY; taurine dehydrogenase large subunit [EC:1.4.2.-]	0	8	7	0	0	5	9	1	22	4	1	0	0	0	0
Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]	tctA; putative tricarboxylic transport membrane protein	2832	2469	1524	1	3419	2088	1754	1854	2355	2190	1921	2346	3013	0	4035
Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]	tctB; putative tricarboxylic transport membrane protein	310	45	157	0	353	181	121	172	43	159	53	319	401	0	630
Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]	tctC; putative tricarboxylic transport membrane protein	1259	632	673	2	1320	928	658	692	597	747	703	1142	1255	7	1939
Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]	"tctD; two-component system, OmpR family, response regulator TctD"	20	67	30	0	61	37	29	26	12	18	16	13	5	0	32
Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]	"tctE; two-component system, OmpR family, sensor histidine kinase TctE [EC:2.7.13.3]"	8	130	21	0	46	17	23	16	11	27	7	7	1	0	11
Metabolism	Amino acid metabolism	"00260 Glycine, serine and threonine metabolism [PATH:ko00260]"	tdh; threonine 3-dehydrogenase [EC:1.1.1.103]	337	775	279	1	174	1540	704	823	910	960	891	339	312	3	636
Metabolism	Metabolism of cofactors and vitamins	00730 Thiamine metabolism [PATH:ko00730]	tenA; thiaminase (transcriptional activator TenA) [EC:3.5.99.2]	250	41	675	0	515	53	475	80	90	114	77	77	288	0	43
Metabolism	Lipid metabolism	01040 Biosynthesis of unsaturated fatty acids [PATH:ko01040]	tesA; acyl-CoA thioesterase I [EC:3.1.2.- 3.1.1.5]	96	172	97	0	101	175	197	157	120	160	142	70	51	0	363
Metabolism	Lipid metabolism	01040 Biosynthesis of unsaturated fatty acids [PATH:ko01040]	tesB; acyl-CoA thioesterase II [EC:3.1.2.-]	601	380	262	0	461	251	559	402	209	333	272	386	372	0	472
Metabolism	Xenobiotics biodegradation and metabolism	00361 Chlorocyclohexane and chlorobenzene degradation [PATH:ko00361]	"tfdB; 2,4-dichlorophenol 6-monooxygenase [EC:1.14.13.20]"	2	31	58	0	91	5	39	34	31	19	9	80	48	0	16
Environmental Information Processing	Membrane transport	02010 ABC transporters [PATH:ko02010]	"thiB, tbpA; thiamine transport system substrate-binding protein"	364	255	108	0	272	293	195	224	302	301	207	186	265	0	284
Metabolism	Metabolism of cofactors and vitamins	00730 Thiamine metabolism [PATH:ko00730]	thiD; hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]	1433	1005	1454	16	1937	967	1291	1181	1093	1085	645	1269	1709	1	2015
Metabolism	Metabolism of cofactors and vitamins	00730 Thiamine metabolism [PATH:ko00730]	thiDE; hydroxymethylpyrimidine kinase / phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase [EC:2.7.1.49 2.7.4.7 2.5.1.3]	33	47	18	0	4	80	182	98	29	50	67	23	16	0	3
Metabolism	Metabolism of cofactors and vitamins	00730 Thiamine metabolism [PATH:ko00730]	thiE; thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]	1257	381	1905	0	1797	630	1643	557	441	746	278	892	1513	0	1493
Genetic Information Processing	"Folding, sorting and degradation"	04122 Sulfur relay system [PATH:ko04122]	thiF; sulfur carrier protein ThiS adenylyltransferase [EC:2.7.7.73]	23	26	15	0	8	49	59	29	27	36	56	8	11	0	116
Metabolism	Metabolism of cofactors and vitamins	00730 Thiamine metabolism [PATH:ko00730]	thiG; thiamine biosynthesis ThiG	2996	2268	2440	20	3036	2995	2551	2220	2735	2674	1735	2540	3269	4	3133
Metabolism	Metabolism of cofactors and vitamins	00730 Thiamine metabolism [PATH:ko00730]	thiH; thiamine biosynthesis ThiH	92	105	36	0	60	159	219	70	61	105	148	24	18	0	12
Genetic Information Processing	"Folding, sorting and degradation"	04122 Sulfur relay system [PATH:ko04122]	thiI; thiamine biosynthesis protein ThiI	12	467	41	0	11	547	297	886	346	279	347	68	10	1	28
Metabolism	Metabolism of Cofactors and Vitamins	00730 Thiamine metabolism [PATH:ko00730]	thiL; thiamine-monophosphate kinase [EC:2.7.4.16]	4809	2402	4112	13	4807	2596	3897	3247	2543	2928	2037	3233	4519	7	6424
Metabolism	Metabolism of cofactors and vitamins	00730 Thiamine metabolism [PATH:ko00730]	thiM; hydroxyethylthiazole kinase [EC:2.7.1.50]	70	14	53	0	35	17	39	6	29	33	26	15	45	0	3
Metabolism	Metabolism of cofactors and vitamins	00730 Thiamine metabolism [PATH:ko00730]	thiO; glycine oxidase [EC:1.4.3.19]	765	79	1203	0	897	143	910	130	35	250	94	248	766	2	33
Environmental Information Processing	Membrane transport	02010 ABC transporters [PATH:ko02010]	thiP; thiamine transport system permease protein	54	129	27	7	55	134	84	78	87	63	78	30	50	0	106
Environmental Information Processing	Membrane transport	02010 ABC transporters [PATH:ko02010]	thiQ; thiamine transport system ATP-binding protein	65	56	36	0	52	50	44	39	59	43	35	34	88	0	81
Genetic Information Processing	"Folding, sorting and degradation"	04122 Sulfur relay system [PATH:ko04122]	thiS; sulfur carrier protein	113	48	295	0	287	46	241	107	40	77	39	119	152	0	333
